,Unnamed: 0,intersect,obs,forecast,date,level_0,index,x,y,case,fcsthr,met_x,met_y,interest,area,bound_dist,percentile_90,centroid_dist,length,julian_date,real_date,ddif
966,2248,1466.0,2084.0,2254.0,20040228_000000,781,1316,-151.1823,27.78697,F001,1440000.0,115.27078,471.14788,0.93375,0.60244,0.0,983.32652,9.06814,85.29163,59,2004-02-28,7 days
968,2252,-999.0,-999.0,-999.0,20040304_000000,2032,339,-151.7603,48.86486,O001,1440000.0,112.95882,555.45946,,,,639.67335,,69.03154,64,,
970,2253,-999.0,-999.0,-999.0,20040305_000000,2034,341,-144.83015,40.4128,O001,1440000.0,140.67942,521.65118,,,,656.82646,,99.73742,65,,
971,2255,761.0,1594.0,1205.0,20040307_000000,785,785,-140.5785,48.0445,F001,1440000.0,157.68598,552.178,0.76305,0.21839,0.0,695.8272,24.29855,64.60744,67,,
972,2256,-999.0,-999.0,-999.0,20040308_000000,1532,196,-146.9594,36.96599,F001,1440000.0,132.16241,507.86395,,,,679.05779,,79.31124,68,,
973,2257,-999.0,-999.0,-999.0,20040309_000000,1533,197,-133.21353,52.26961,F001,1440000.0,187.14589,569.07845,,,,711.70954,,58.99686,69,,
975,2268,-999.0,-999.0,-999.0,20040320_000000,1534,198,-136.01296,26.34621,F001,1440000.0,175.94816,465.38485,,,,717.11221,,78.50125,80,,
976,2269,288.0,2246.0,1422.0,20040321_000000,786,786,-130.35364,39.06264,F001,1440000.0,198.58542,516.25057,0.71363,0.086008,0.0,640.269,27.85377,59.31413,81,,
977,2274,-999.0,-999.0,-999.0,20040326_000000,2036,343,-149.66855,41.7343,O001,1440000.0,121.32579,526.93718,,,,879.51775,,69.1607,86,,
981,2286,2938.0,4758.0,3405.0,20041208_000000,787,1333,-143.80173,43.13303,F001,1440000.0,144.79308,532.53211,0.86934,0.55367,0.0,851.78913,16.94784,132.22819,343,2004-12-08,281 days
982,2289,1519.0,2150.0,2465.0,20041211_000000,790,790,-128.93769,38.29948,F001,1440000.0,204.24924,513.19791,0.90224,0.63953,0.0,936.23914,13.15446,128.21144,346,,
983,2292,830.0,1496.0,1195.0,20041214_000000,791,791,-155.44994,38.07368,F001,1440000.0,98.20022,512.29471,0.85876,0.32692,0.0,688.14098,18.20758,75.2328,349,,
984,2293,1849.0,2295.0,2868.0,20041215_000000,792,792,-141.84634,45.07355,F001,1440000.0,152.61464,540.2942,0.87719,0.47488,0.0,655.39683,14.32481,72.2344,350,,
985,2295,1629.0,2203.0,3050.0,20041217_000000,793,793,-147.07759,39.60997,F001,1440000.0,131.68963,518.43988,0.89657,0.77576,0.0,895.25957,13.02648,160.76195,352,,
986,2296,2177.0,2707.0,2844.0,20041218_000000,794,794,-140.54844,45.36506,F001,1440000.0,157.80624,541.46024,0.95303,0.785,0.0,955.337,7.19157,141.69286,353,,
987,2298,-999.0,-999.0,-999.0,20041220_000000,2041,1342,-157.41705,36.70818,O001,1440000.0,90.33178,506.83271,,,,1017.68095,,74.47731,355,2004-12-20,8 days
988,2301,479.0,1770.0,1640.0,20041223_000000,797,797,-150.04506,45.11113,F001,1440000.0,119.81976,540.44452,0.89167,0.26531,0.0,814.17034,14.33145,134.33379,358,,
989,2302,-999.0,-999.0,-999.0,20041224_000000,2042,349,-138.26152,49.11604,O001,1440000.0,166.95392,556.46416,,,,569.39171,,75.6722,359,,
990,2304,-999.0,-999.0,-999.0,20041226_000000,1535,1347,-154.28998,34.17175,F001,1440000.0,102.84007,496.68702,,,,794.7556,,59.65484,361,2004-12-26,4 days
991,2307,-999.0,-999.0,-999.0,20041229_000000,1537,201,-155.33333,35.64915,F001,1440000.0,98.66667,502.5966,,,,721.89328,,77.22967,364,,
992,2310,-999.0,-999.0,-999.0,20050101_000000,1538,202,-149.5657,33.21005,F001,1440000.0,121.73722,492.8402,,,,870.99248,,71.58434,1,,
994,2314,-999.0,-999.0,-999.0,20050105_000000,2044,351,-148.60928,36.1282,O001,1440000.0,125.56286,504.51281,,,,768.49119,,103.45546,5,,
995,2316,-999.0,-999.0,-999.0,20050107_000000,1540,204,-139.27942,30.79267,F001,1440000.0,162.88232,483.17067,,,,698.98032,,127.86005,7,,
996,2318,-999.0,-999.0,-999.0,20050109_000000,2045,352,-126.00333,29.77963,O001,1440000.0,215.98668,479.11851,,,,696.68096,,71.11214,9,,
997,2321,-999.0,-999.0,-999.0,20050112_000000,1541,1356,-146.59004,28.49406,F001,1440000.0,133.63984,473.97626,,,,1109.8852,,100.13715,12,2005-01-12,6 days
1001,2326,4239.0,5710.0,5683.0,20050117_000000,799,1360,-144.60146,35.85531,F001,1440000.0,141.59415,503.42126,0.95432,0.94091,0.0,1002.862,6.44684,147.85506,17,2005-01-17,5 days
1002,2332,1615.0,2396.0,1800.0,20050123_000000,804,804,-131.58767,41.1977,F001,1440000.0,193.64931,524.7908,0.86539,0.8,0.0,832.25201,16.04057,106.9617,23,,
1003,2333,613.0,1729.0,1313.0,20050124_000000,805,805,-151.11814,32.75114,F001,1440000.0,115.52744,491.00457,0.94566,0.91139,0.0,826.17039,7.04583,84.3969,24,,
1004,2334,-999.0,-999.0,-999.0,20050125_000000,1542,206,-139.32639,33.13005,F001,1440000.0,162.69444,492.5202,,,,621.25294,,60.10729,25,,
1006,2339,1468.0,2063.0,2073.0,20050130_000000,806,806,-141.11723,39.60922,F001,1440000.0,155.53107,518.43689,0.91583,0.59512,0.0,899.24504,10.62578,115.81121,30,,
1007,2340,355.0,546.0,852.0,20050131_000000,807,807,-132.97341,48.86905,F001,1440000.0,188.10635,555.47619,0.9215,0.37431,0.0,672.96877,8.9906,58.82994,31,,
1009,2342,952.0,2020.0,1397.0,20050202_000000,808,1372,-136.23405,46.23224,F001,1440000.0,175.06382,544.92896,0.96008,0.57229,0.0,824.20751,6.0071,110.53432,33,2005-02-02,4 days
1010,2343,-999.0,-999.0,-999.0,20050203_000000,809,809,-133.73044,46.76956,F001,1440000.0,185.07824,547.07824,0.91879,0.77918,0.0,583.1261,10.04659,63.76521,34,,
1011,2345,-999.0,-999.0,-999.0,20050205_000000,2050,357,-149.73988,27.25405,O001,1440000.0,121.04049,469.01619,,,,665.41305,,68.44517,36,,
1012,2346,-999.0,-999.0,-999.0,20050206_000000,1543,207,-156.45246,46.80864,F001,1440000.0,94.19017,547.23455,,,,571.88993,,58.57803,37,,
1013,2347,-999.0,-999.0,-999.0,20050207_000000,1544,208,-139.95861,48.57455,F001,1440000.0,160.16557,554.29819,,,,676.23255,,86.52408,38,,
1014,2348,-999.0,-999.0,-999.0,20050208_000000,2051,358,-152.01914,49.20375,O001,1440000.0,111.92344,556.81499,,,,617.3019,,72.81912,39,,
1015,2350,-999.0,-999.0,-999.0,20050210_000000,1545,209,-150.85523,35.29118,F001,1440000.0,116.57908,501.16471,,,,643.89535,,62.53044,41,,
1016,2352,-999.0,-999.0,-999.0,20050212_000000,1546,1380,-140.02329,32.94418,F001,1440000.0,159.90685,491.77671,,,,648.5825,,67.41387,43,2005-02-12,8 days
1017,2354,-999.0,-999.0,-999.0,20050214_000000,1547,211,-133.12665,32.36481,F001,1440000.0,187.49339,489.45925,,,,685.00669,,64.40944,45,,
1018,2357,-999.0,-999.0,-999.0,20050217_000000,1548,212,-153.23292,41.84006,F001,1440000.0,107.06832,527.36025,,,,721.73806,,87.50052,48,,
1019,2358,-999.0,-999.0,-999.0,20050218_000000,1549,213,-150.33218,46.9048,F001,1440000.0,118.6713,547.61921,,,,619.5022,,81.47146,49,,
1020,2362,-999.0,-999.0,-999.0,20050222_000000,2052,359,-146.52822,41.11314,O001,1440000.0,133.88711,524.45255,,,,612.19063,,99.94124,53,,
1021,2369,-999.0,-999.0,-999.0,20050301_000000,811,811,-152.25071,41.13937,F001,1440000.0,110.99714,524.55746,0.81693,0.23029,0.0,788.76199,22.40268,64.46427,60,,
1022,2370,-999.0,-999.0,-999.0,20050302_000000,1550,1386,-152.16957,34.83653,F001,1440000.0,111.32172,499.34611,,,,737.68196,,62.71102,61,2005-03-02,18 days
1024,2378,2495.0,3186.0,3835.0,20050310_000000,817,817,-137.81627,40.33485,F001,1440000.0,168.73493,521.3394,0.8456,0.31795,0.0,885.82581,17.92944,154.41976,69,,
1025,2379,-999.0,-999.0,-999.0,20050311_000000,1551,215,-133.47554,46.80199,F001,1440000.0,186.09786,547.20795,,,,634.39781,,77.46034,70,,
1026,2382,-999.0,-999.0,-999.0,20050314_000000,2053,1394,-148.84598,28.94054,O001,1440000.0,124.61607,475.76218,,,,706.58256,,75.41146,73,2005-03-14,6 days
1027,2386,-999.0,-999.0,-999.0,20050318_000000,2055,362,-133.86735,31.75383,O001,1440000.0,184.53061,487.01531,,,,661.02873,,57.271,77,,
1029,2394,1763.0,2477.0,2496.0,20050326_000000,820,820,-144.31551,33.98365,F001,1440000.0,142.73797,495.9346,0.81352,0.47043,0.0,896.59253,23.90943,99.10119,85,,
1030,2395,1336.0,1821.0,1710.0,20050327_000000,821,821,-130.91407,36.91738,F001,1440000.0,196.34371,507.66954,0.88402,0.44801,0.0,701.31282,15.29926,129.91103,86,,
1031,2399,-999.0,-999.0,-999.0,20050331_000000,1552,216,-133.4937,43.33692,F001,1440000.0,186.02521,533.34769,,,,583.45658,,72.77108,90,,
1032,2406,2695.0,3334.0,3973.0,20051208_000000,822,822,-149.12709,41.49194,F001,1440000.0,123.49163,525.96776,0.80737,0.50431,0.0,1258.79509,23.98428,103.40497,342,,
1033,2409,-999.0,-999.0,-999.0,20051211_000000,1553,1404,-133.67221,45.804,F001,1440000.0,185.31117,543.21599,,,,877.41973,,92.21788,345,2005-12-11,261 days
1034,2410,-999.0,-999.0,-999.0,20051212_000000,1554,218,-128.86996,48.17216,F001,1440000.0,204.52015,552.68864,,,,727.82935,,62.5059,346,,
1035,2414,1909.0,3105.0,2603.0,20051216_000000,824,824,-147.25602,40.75803,F001,1440000.0,130.9759,523.03213,0.93278,0.55588,0.0,909.85616,9.04469,146.52247,350,,
1039,2420,3477.0,4459.0,5070.0,20051222_000000,828,828,-144.28678,35.2735,F001,1440000.0,142.85289,501.09402,0.88051,0.92276,0.0,817.38355,15.25375,108.46557,356,,
1042,2424,-999.0,2521.0,-999.0,20051226_000000,831,831,-126.29457,38.09787,F001,1440000.0,214.82171,512.39147,,,,624.8836,,66.74844,360,,
1043,2425,3661.0,4460.0,4016.0,20051227_000000,832,1416,-142.1817,36.42549,F001,1440000.0,151.27321,505.70197,0.98853,0.91251,0.0,870.58171,3.30956,133.36906,361,2005-12-27,6 days
1044,2426,2171.0,2587.0,2671.0,20051228_000000,833,833,-133.91674,38.62208,F001,1440000.0,184.33302,514.48831,0.91992,0.52205,0.0,758.40481,10.78869,124.28274,362,,
1045,2427,3426.0,3652.0,3862.0,20051229_000000,834,834,-150.12403,36.77326,F001,1440000.0,119.50387,507.09304,1.0,0.87076,0.0,1372.21083,1.68239,101.74613,363,,
1046,2428,4829.0,5821.0,5531.0,20051230_000000,835,835,-143.09112,35.97587,F001,1440000.0,147.63551,503.90348,0.87929,0.8911,0.0,1167.89587,15.54838,153.129,364,,
1047,2429,2546.0,3240.0,2742.0,20051231_000000,836,836,-136.10273,34.58417,F001,1440000.0,175.58909,498.33666,0.95806,0.85833,0.0,1126.87037,6.15189,150.55284,365,,
1048,2430,1449.0,2208.0,2560.0,20060101_000000,837,1421,-137.44293,33.85223,F001,1440000.0,170.22829,495.40891,0.91141,0.73777,0.0,851.54317,10.72076,138.39545,1,2006-01-01,5 days
1049,2431,826.0,1059.0,1251.0,20060102_000000,838,838,-128.68406,31.89928,F001,1440000.0,205.26378,487.59711,0.94872,0.6603,0.0,798.82048,7.22232,77.94882,2,,
1050,2433,916.0,1400.0,1642.0,20060104_000000,840,840,-139.16614,31.63562,F001,1440000.0,163.33542,486.5425,0.81221,0.35071,0.0,1060.65739,21.94803,138.15092,4,,
1053,2442,553.0,1020.0,718.0,20060113_000000,844,844,-126.46586,44.01586,F001,1440000.0,214.13655,536.06345,0.88976,0.72745,0.0,786.16603,14.33699,61.41534,13,,
1054,2444,1158.0,1599.0,1765.0,20060115_000000,845,1433,-149.63609,39.02199,F001,1440000.0,121.45564,516.08795,0.92697,0.83615,0.0,882.62966,8.95848,91.26856,15,2006-01-15,4 days
1055,2445,1477.0,2152.0,2045.0,20060116_000000,846,846,-141.19384,38.54149,F001,1440000.0,155.22464,514.16595,0.90791,0.64498,0.0,802.79055,11.46505,147.97326,16,,
1056,2446,900.0,1505.0,1183.0,20060117_000000,847,847,-128.23092,39.88993,F001,1440000.0,207.07633,519.55973,0.89814,0.44162,0.0,826.58448,12.29624,78.47962,17,,
1057,2447,-999.0,-999.0,-999.0,20060118_000000,1556,220,-155.39468,42.0887,F001,1440000.0,98.42127,528.35481,,,,839.88677,,85.90605,18,,
1059,2453,-999.0,-999.0,-999.0,20060124_000000,2062,369,-143.686,45.522,O001,1440000.0,145.256,542.088,,,,567.84099,,58.25138,24,,
1060,2455,-999.0,-999.0,-999.0,20060126_000000,1557,1439,-151.05779,40.06644,F001,1440000.0,115.76885,520.26576,,,,607.65056,,67.7845,26,2006-01-26,4 days
1061,2456,-999.0,-999.0,-999.0,20060127_000000,2063,370,-152.84631,42.65702,O001,1440000.0,108.61475,530.62807,,,,672.78397,,60.98531,27,,
1062,2458,2013.0,2785.0,2863.0,20060129_000000,848,848,-142.146,39.35746,F001,1440000.0,151.41601,517.42983,0.80636,0.63662,0.0,878.91336,21.88882,156.9203,29,,
1063,2459,1196.0,1437.0,1770.0,20060130_000000,849,849,-130.61292,40.99523,F001,1440000.0,197.54832,523.98093,0.97972,0.75275,0.0,737.23299,4.14997,112.41704,30,,
1064,2462,417.0,648.0,1047.0,20060202_000000,852,852,-139.28745,35.09067,F001,1440000.0,162.85021,500.36269,0.87069,0.52315,0.0,745.68941,17.09398,128.79864,33,,
1065,2464,1085.0,1309.0,1401.0,20060204_000000,853,853,-127.14037,44.12616,F001,1440000.0,211.43852,536.50464,0.93428,0.52174,0.0,681.38819,6.82545,72.02831,35,,
1066,2466,1459.0,1883.0,2049.0,20060206_000000,854,854,-142.94656,44.23141,F001,1440000.0,148.21375,536.92565,0.83633,0.59851,0.0,835.7965,25.2881,128.15198,37,,
1067,2468,-999.0,-999.0,-999.0,20060208_000000,855,855,-150.54117,32.19384,F001,1440000.0,117.83533,488.77535,0.73682,0.071006,0.0,864.4353,15.87121,80.54641,39,,
1068,2469,897.0,1637.0,1452.0,20060209_000000,856,856,-145.32599,37.32809,F001,1440000.0,138.69605,509.31238,0.97931,0.56999,0.0,731.20986,4.37756,99.58573,40,,
1069,2470,-999.0,-999.0,-999.0,20060210_000000,857,857,-139.97873,46.34584,F001,1440000.0,160.08507,545.38335,0.89737,0.64903,0.0,847.44859,12.49073,139.95987,41,,
1070,2471,864.0,1302.0,1324.0,20060211_000000,858,858,-153.05395,36.46201,F001,1440000.0,107.78419,505.84802,0.92436,0.98396,0.0,683.20087,6.42713,65.27347,42,,
1071,2472,166.0,1262.0,606.0,20060212_000000,859,859,-138.12007,45.91242,F001,1440000.0,167.51974,543.64967,0.9358,0.74757,0.0,626.91178,3.50547,57.02052,43,,
1073,2487,1067.0,2074.0,2218.0,20060227_000000,860,1455,-130.73499,30.42352,F001,1440000.0,197.06006,481.69407,0.89571,0.37801,0.0,812.89491,12.84992,106.52943,58,2006-02-27,26 days
1074,2488,611.0,1843.0,871.0,20060228_000000,861,861,-122.25404,29.28819,F001,1440000.0,230.98383,477.15274,0.93223,0.9207,0.0,788.24813,6.80631,87.05146,59,,
1075,2493,294.0,778.0,760.0,20060305_000000,862,862,-127.56924,37.4775,F001,1440000.0,209.72305,509.90999,0.94544,0.55013,0.0,763.34183,7.81907,71.65152,64,,
1076,2496,975.0,2428.0,1559.0,20060308_000000,863,863,-145.74559,42.85457,F001,1440000.0,137.01764,531.41827,0.92708,0.59368,0.0,865.16152,9.78415,129.83777,67,,
1077,2497,-999.0,-999.0,-999.0,20060309_000000,1558,222,-128.53967,38.4173,F001,1440000.0,205.8413,513.66922,,,,606.06903,,62.16944,68,,
1078,2499,-999.0,-999.0,-999.0,20060311_000000,2066,1460,-157.74743,44.48715,O001,1440000.0,89.01028,537.9486,,,,775.23862,,62.96628,70,2006-03-11,12 days
1079,2500,-999.0,-999.0,-999.0,20060312_000000,1559,223,-156.30625,41.3125,F001,1440000.0,94.775,525.25,,,,589.36732,,61.69072,71,,
1080,2506,-999.0,-999.0,-999.0,20060318_000000,2067,374,-155.97242,38.06983,O001,1440000.0,96.11034,512.27933,,,,876.49634,,85.00962,77,,
1081,2507,-999.0,-999.0,-999.0,20060319_000000,2068,375,-144.62586,45.72804,O001,1440000.0,141.49657,542.91215,,,,742.17311,,87.14845,78,,
1082,2512,-999.0,-999.0,-999.0,20060324_000000,2069,376,-126.86183,39.65458,O001,1440000.0,212.55267,518.61832,,,,672.44154,,71.09364,83,,
1083,2515,-999.0,-999.0,-999.0,20060327_000000,1560,224,-139.52236,31.53649,F001,1440000.0,161.91056,486.14596,,,,716.35113,,90.13845,86,,
1084,2516,-999.0,-999.0,-999.0,20060328_000000,1561,225,-129.15325,36.49338,F001,1440000.0,203.387,505.9735,,,,836.09671,,97.09171,87,,
1085,2519,-999.0,-999.0,-999.0,20060331_000000,1562,226,-138.67088,30.77986,F001,1440000.0,165.31648,483.11944,,,,738.79117,,82.42179,90,,
1088,2527,-999.0,-999.0,-999.0,20061209_000000,1563,227,-136.5021,36.65791,F001,1440000.0,173.99159,506.63162,,,,731.15493,,102.85627,343,,
1089,2528,1030.0,1772.0,2200.0,20061210_000000,864,864,-151.84305,42.47553,F001,1440000.0,112.62779,529.90211,0.85315,0.41764,0.0,801.12005,17.5398,70.28422,344,,
1090,2529,1800.0,2281.0,2608.0,20061211_000000,865,1472,-141.6922,41.26628,F001,1440000.0,153.23119,525.06512,0.88881,0.48224,0.0,826.92293,13.5881,146.58917,345,2006-12-11,275 days
1091,2531,2777.0,3995.0,3892.0,20061213_000000,866,866,-140.14485,41.02324,F001,1440000.0,159.42062,524.09295,0.95571,0.80926,0.0,955.79039,6.29416,139.47823,347,,
1093,2535,-999.0,-999.0,-999.0,20061217_000000,867,867,-154.14637,38.92739,F001,1440000.0,103.41452,515.70956,0.7075,0.099284,0.0,805.64159,26.49413,76.158,351,,
1094,2536,1591.0,2791.0,2378.0,20061218_000000,868,1476,-144.74763,45.27671,F001,1440000.0,141.0095,541.10682,0.92762,0.65258,0.0,767.00783,7.79232,128.9584,352,2006-12-18,7 days
1095,2538,2095.0,2638.0,2965.0,20061220_000000,869,869,-146.57811,42.7538,F001,1440000.0,133.68756,531.01519,0.96158,0.71266,0.0,1005.7965,4.638,127.64376,354,,
1096,2540,1359.0,2128.0,1728.0,20061222_000000,870,1478,-147.05184,35.12357,F001,1440000.0,131.79262,500.49426,0.89963,0.6109,0.0,807.214,11.73432,104.99301,356,2006-12-22,4 days
1097,2543,-999.0,-999.0,-999.0,20061225_000000,872,872,-136.82656,37.409,F001,1440000.0,172.69378,509.636,0.91357,0.55561,0.0,841.46564,11.24398,110.23116,359,,
1099,2549,-999.0,-999.0,-999.0,20061231_000000,1564,228,-153.82313,43.85743,F001,1440000.0,104.70749,535.42971,,,,1074.76779,,75.64573,365,,
1100,2550,3273.0,4286.0,3636.0,20070101_000000,873,1483,-146.95904,40.7222,F001,1440000.0,132.16384,522.88881,0.89807,0.84464,0.0,998.92471,12.82621,122.90399,1,2007-01-01,9 days
1101,2552,1279.0,2035.0,1635.0,20070103_000000,875,875,-135.93211,37.42592,F001,1440000.0,176.27157,509.70368,0.87786,0.22484,0.0,696.38568,13.38255,96.50795,3,,
1102,2558,-999.0,-999.0,-999.0,20070109_000000,879,879,-141.67209,46.50838,F001,1440000.0,153.31164,546.03353,0.79532,0.16206,0.0,697.36233,18.68152,110.46259,9,,
1104,2564,682.0,776.0,1329.0,20070115_000000,880,880,-138.19084,51.20026,F001,1440000.0,167.23663,564.80105,0.88403,0.43943,0.0,622.96229,15.09469,72.27644,15,,
1105,2566,1165.0,1624.0,1591.0,20070117_000000,881,881,-148.49489,39.58145,F001,1440000.0,126.02045,518.32581,0.89752,0.30308,0.0,705.10733,13.64807,93.58495,17,,
1106,2567,907.0,1515.0,1260.0,20070118_000000,882,882,-140.70439,47.20068,F001,1440000.0,157.18243,548.8027,0.84753,0.42726,0.0,690.94864,21.89054,61.98652,18,,
1109,2575,534.0,1312.0,1390.0,20070126_000000,886,886,-149.86589,37.57151,F001,1440000.0,120.53643,510.28605,0.92482,0.14695,0.0,651.48352,2.43229,113.40674,26,,
1110,2576,-999.0,-999.0,-999.0,20070127_000000,1565,229,-149.91207,30.35788,F001,1440000.0,120.35172,481.43153,,,,723.48749,,88.46127,27,,
1111,2580,-999.0,-999.0,-999.0,20070131_000000,887,887,-142.9,49.30632,F001,1440000.0,148.4,557.22526,,,,592.60455,,66.81675,31,,
1112,2581,2510.0,4104.0,3331.0,20070201_000000,888,1504,-145.37819,33.73798,F001,1440000.0,138.48723,494.95191,0.84155,0.37573,0.0,954.78127,17.43064,148.43355,32,2007-02-01,7 days
1113,2583,1284.0,2500.0,1809.0,20070203_000000,890,890,-141.83879,29.36972,F001,1440000.0,152.64486,477.4789,0.83084,0.58281,0.0,940.0988,22.23382,109.66366,34,,
1114,2584,1361.0,1622.0,2251.0,20070204_000000,891,891,-134.60593,35.97525,F001,1440000.0,181.57626,503.90101,0.89152,0.25709,0.0,733.77302,13.17054,112.54354,35,,
1115,2586,-999.0,-999.0,-999.0,20070206_000000,2080,387,-146.27254,31.26336,O001,1440000.0,134.90985,485.05342,,,,659.47839,,64.83123,37,,
1116,2587,-999.0,-999.0,-999.0,20070207_000000,1566,230,-156.84867,31.49535,F001,1440000.0,92.60531,485.98142,,,,925.04359,,58.87586,38,,
1117,2590,-999.0,-999.0,-999.0,20070210_000000,2082,389,-131.68141,29.64798,O001,1440000.0,193.27437,478.59192,,,,767.28562,,60.26468,41,,
1120,2599,1270.0,1749.0,1586.0,20070219_000000,896,896,-152.88416,46.25322,F001,1440000.0,108.46337,545.01287,0.86924,0.8817,0.0,702.9312,17.06179,79.18618,50,,
1121,2603,-999.0,-999.0,-999.0,20070223_000000,1567,231,-151.96931,42.93031,F001,1440000.0,112.12276,531.72123,,,,639.22274,,76.20505,54,,
1122,2604,-999.0,-999.0,-999.0,20070224_000000,1568,232,-138.62541,43.39495,F001,1440000.0,165.49837,533.5798,,,,596.45314,,59.80803,55,,
1123,2610,682.0,2195.0,996.0,20070302_000000,897,897,-146.04278,40.70766,F001,1440000.0,135.82888,522.83066,0.878,0.38004,0.0,598.35909,14.21258,63.07795,61,,
1124,2613,-999.0,-999.0,-999.0,20070305_000000,2085,392,-154.56825,33.03717,O001,1440000.0,101.727,492.14869,,,,919.21604,,60.13081,64,,
1126,2616,712.0,1190.0,848.0,20070308_000000,898,898,-151.70108,34.83937,F001,1440000.0,113.19567,499.35748,0.87475,0.59076,0.0,677.40584,14.06594,62.437,67,,
1128,2621,-999.0,-999.0,-999.0,20070313_000000,899,1527,-157.23135,29.15653,F001,1440000.0,91.07458,476.6261,0.95515,0.88961,0.0,988.08103,6.85719,57.07194,72,2007-03-13,25 days
1129,2622,-999.0,-999.0,-999.0,20070314_000000,900,900,-154.84267,27.40733,F001,1440000.0,100.6293,469.6293,0.82461,0.42692,0.0,899.09675,19.51656,62.22325,73,,
1131,2629,1473.0,2016.0,2310.0,20070321_000000,903,1532,-148.17566,44.73559,F001,1440000.0,127.29738,538.94237,0.91249,0.46081,0.0,900.42654,11.89964,101.92529,80,2007-03-21,5 days
1133,2633,-999.0,-999.0,-999.0,20070325_000000,2090,397,-130.75516,41.18068,O001,1440000.0,196.97935,524.72271,,,,572.87388,,67.60172,84,,
1134,2637,-999.0,-999.0,-999.0,20070329_000000,2091,1537,-141.42464,40.4292,O001,1440000.0,154.30145,521.7168,,,,837.52757,,128.04983,88,2007-03-29,6 days
1135,2638,-999.0,-999.0,-999.0,20070330_000000,1569,233,-137.44569,37.77436,F001,1440000.0,170.21725,511.09744,,,,837.16495,,56.55077,89,,
1136,2647,1643.0,2917.0,1772.0,20071209_000000,906,1539,-148.06144,36.94423,F001,1440000.0,127.75423,507.77694,0.95668,0.64912,0.0,867.82162,6.69075,145.66957,343,2007-12-09,255 days
1137,2648,1262.0,2299.0,1819.0,20071210_000000,907,907,-148.50063,39.48423,F001,1440000.0,125.9975,517.93694,0.89743,0.63101,0.0,1027.40366,13.54733,92.8973,344,,
1138,2649,-999.0,-999.0,-999.0,20071211_000000,2092,399,-137.83511,45.42056,O001,1440000.0,168.65955,541.68224,,,,668.72652,,74.23063,345,,
1139,2654,-999.0,-999.0,-999.0,20071216_000000,2093,400,-138.92871,41.37899,O001,1440000.0,164.28518,525.51595,,,,631.52314,,60.67468,350,,
